northing,easting,down,roll,pitch,yaw
5735933.681298,620063.64138,-110.328317,-0.002305,0.004316,6.189393
5735933.682175,620063.640807,-110.328384,-0.002288,0.004311,6.189381
5735933.68305,620063.640165,-110.328454,-0.002274,0.004312,6.189376
5735933.683813,620063.639525,-110.328529,-0.002263,0.004305,6.189369
5735933.684467,620063.638957,-110.328613,-0.002252,0.004291,6.189367
5735933.68512,620063.63832,-110.328702,-0.002245,0.004278,6.189367
5735933.685772,620063.637683,-110.328796,-0.00224,0.004259,6.189371
5735933.686202,620063.637052,-110.328884,-0.002233,0.004243,6.189375
5735933.686743,620063.636417,-110.328967,-0.002226,0.00423,6.189382
5735933.687173,620063.635786,-110.329029,-0.002217,0.004233,6.189388
5735933.687492,620063.635157,-110.329064,-0.002214,0.00425,6.189398
5735933.686474,620063.648438,-110.332247,-0.002208,0.004282,6.189433
5735933.686794,620063.647878,-110.332273,-0.002212,0.004311,6.189435
5735933.687002,620063.647251,-110.332304,-0.002221,0.004332,6.189434
5735933.687209,620063.646625,-110.332351,-0.002237,0.004344,6.189437
5735933.687308,620063.64607,-110.332418,-0.002251,0.004348,6.189434
5735933.687404,620063.645447,-110.332503,-0.00226,0.004335,6.189426
5735933.687502,620063.644892,-110.332601,-0.002265,0.004317,6.189418
5735933.687489,620063.64434,-110.332706,-0.002262,0.0043,6.189411
5735933.687476,620063.643788,-110.332813,-0.002251,0.004282,6.189409
5735933.687462,620063.643236,-110.332913,-0.002238,0.004276,6.189403
5735933.687449,620063.642684,-110.332995,-0.002229,0.004283,6.189405
5735933.687325,620063.642134,-110.333056,-0.002223,0.004305,6.189407
5735933.687312,620063.641582,-110.333104,-0.002225,0.00434,6.189412
5735933.687297,620063.640961,-110.333144,-0.002228,0.004383,6.189418
5735933.687284,620063.640409,-110.333189,-0.002234,0.004426,6.189421
5735933.687271,620063.639857,-110.333248,-0.002235,0.00446,6.189424
5735933.687369,620063.639302,-110.333327,-0.002226,0.004478,6.189427
5735933.687354,620063.638681,-110.333426,-0.002211,0.004479,6.189427
5735933.687452,620063.638127,-110.333547,-0.002186,0.004459,6.189428
5735933.687548,620063.637503,-110.333685,-0.002166,0.004428,6.189424
5735933.687533,620063.636882,-110.333832,-0.002147,0.004387,6.189422
5735933.687631,620063.636327,-110.333977,-0.002141,0.004344,6.189415
5735933.687728,620063.635703,-110.334108,-0.002139,0.004308,6.189409
5735933.687826,620063.635149,-110.33422,-0.002144,0.00428,6.189406
5735933.687811,620063.634528,-110.334312,-0.002148,0.004271,6.189404
5735933.687907,620063.633904,-110.334384,-0.00215,0.004274,6.189404
5735933.687894,620063.633352,-110.334441,-0.002151,0.004295,6.18941
5735933.687879,620063.632731,-110.334491,-0.002151,0.004323,6.189412
5735933.687976,620063.632107,-110.334542,-0.002148,0.004356,6.189416
5735933.687961,620063.631486,-110.3346,-0.002149,0.004385,6.189419
5735933.687946,620063.630865,-110.334671,-0.002153,0.004407,6.189421
5735933.687933,620063.630313,-110.334759,-0.002153,0.004418,6.18942
5735933.687918,620063.629692,-110.334862,-0.002157,0.004423,6.189416
5735933.688015,620063.629068,-110.334973,-0.002158,0.004418,6.189414
5735933.688,620063.628447,-110.335085,-0.002156,0.004408,6.18941
5735933.688096,620063.627823,-110.335191,-0.002155,0.004396,6.189407
5735933.688193,620063.6272,-110.335293,-0.002152,0.00438,6.189402
5735933.688289,620063.626576,-110.335387,-0.002153,0.004368,6.189399
5735933.688385,620063.625952,-110.33548,-0.002157,0.004358,6.189398
5735933.688482,620063.625328,-110.335576,-0.002162,0.004345,6.189398
5735933.688578,620063.624705,-110.335676,-0.002166,0.004328,6.189399
5735933.688563,620063.624084,-110.33578,-0.002174,0.004312,6.189401
5735933.68866,620063.62346,-110.335885,-0.002179,0.004302,6.189402
5735933.688645,620063.622839,-110.335993,-0.002181,0.00429,6.189408
5735933.688628,620063.622149,-110.336105,-0.002181,0.004283,6.18941
5735933.688614,620063.621528,-110.336216,-0.002184,0.004282,6.189412
5735933.688599,620063.620907,-110.336323,-0.002186,0.00429,6.189412
5735933.688695,620063.620283,-110.336435,-0.002189,0.004303,6.189412
5735933.68868,620063.619662,-110.336549,-0.002194,0.004316,6.189411
5735933.688664,620063.618972,-110.336671,-0.002197,0.004331,6.189407
5735933.68876,620063.618348,-110.336803,-0.002201,0.004337,6.189407
5735933.688745,620063.617727,-110.336946,-0.002196,0.004328,6.189409
5735933.688858,620063.636436,-110.339741,-0.002151,0.004307,6.189535
5735933.68562,620063.635961,-110.340836,-0.002151,0.004274,6.18941
5735933.685718,620063.635406,-110.34096,-0.002147,0.004237,6.189412
5735933.685818,620063.63492,-110.34108,-0.002137,0.004194,6.189417
5735933.685916,620063.634366,-110.341192,-0.00213,0.004156,6.189426
5735933.686015,620063.63388,-110.341291,-0.002126,0.004126,6.189427
5735933.686225,620063.633323,-110.341377,-0.002125,0.004105,6.189432
5735933.686324,620063.632837,-110.341445,-0.002121,0.004093,6.189435
5735933.686422,620063.632282,-110.341499,-0.002119,0.004096,6.189436
5735933.686522,620063.631796,-110.341543,-0.002118,0.00411,6.18943
5735933.68651,620063.631313,-110.341579,-0.002115,0.004123,6.189431
5735933.686608,620063.630759,-110.34161,-0.002114,0.004145,6.189426
5735933.686708,620063.630273,-110.341642,-0.00211,0.004163,6.189424
5735933.686806,620063.629718,-110.341681,-0.002109,0.00418,6.189418
5735933.686795,620063.629235,-110.341728,-0.002109,0.004194,6.18942
5735933.686893,620063.628681,-110.341782,-0.002115,0.004208,6.18942
5735933.686992,620063.628195,-110.341846,-0.002121,0.004209,6.189422
5735933.68709,620063.62764,-110.341912,-0.002126,0.004203,6.189428
5735933.687188,620063.627085,-110.341978,-0.00213,0.004195,6.189429
5735933.687288,620063.6266,-110.342045,-0.002132,0.004181,6.189432
5735933.687386,620063.626045,-110.342111,-0.002135,0.004164,6.189435
5735933.687595,620063.625488,-110.342176,-0.00214,0.004149,6.189433
5735933.687693,620063.624933,-110.34224,-0.002141,0.004133,6.189431
5735933.687793,620063.624447,-110.342303,-0.002143,0.004122,6.189432
5735933.688002,620063.62389,-110.342359,-0.002146,0.004114,6.18943
5735933.6881,620063.623335,-110.342409,-0.002147,0.00411,6.189427
5735933.6882,620063.622849,-110.342457,-0.002146,0.004111,6.189424
5735933.6883,620063.622364,-110.342505,-0.002143,0.004117,6.18942
5735933.688398,620063.621809,-110.34255,-0.002141,0.004127,6.189419
5735933.688497,620063.621323,-110.342594,-0.00214,0.004137,6.189421
5735933.688595,620063.620769,-110.342636,-0.002138,0.00415,6.189427
5735933.688694,620063.620214,-110.342677,-0.002139,0.004163,6.189427
5735933.688793,620063.619728,-110.342717,-0.002138,0.004175,6.189427
5735933.688891,620063.619173,-110.342758,-0.002137,0.004179,6.189428
5735933.688991,620063.618688,-110.342804,-0.002137,0.004183,6.189432
5735933.689089,620063.618133,-110.342853,-0.002138,0.004183,6.189434
5735933.689187,620063.617578,-110.342909,-0.002139,0.004179,6.189435
5735933.689398,620063.61709,-110.34297,-0.002142,0.004173,6.189436
5735933.689496,620063.616535,-110.343033,-0.002145,0.004162,6.189438
5735933.689594,620063.615981,-110.3431,-0.002147,0.004149,6.189435
5735933.689805,620063.615492,-110.34317,-0.00215,0.004137,6.189432
5735933.689903,620063.614937,-110.34324,-0.002153,0.004129,6.18943
5735933.690112,620063.61438,-110.343309,-0.002156,0.004124,6.189427
5735933.690212,620063.613894,-110.343373,-0.00216,0.004122,6.189425
5735933.69031,620063.61334,-110.343431,-0.002163,0.004123,6.189424
5735933.690408,620063.612785,-110.343483,-0.002165,0.00413,6.189427
5735933.690508,620063.612299,-110.343534,-0.002166,0.004137,6.189426
5735933.690606,620063.611745,-110.343585,-0.002168,0.004147,6.189429
5735933.690704,620063.61119,-110.343636,-0.002168,0.004158,6.189429
5735933.690802,620063.610635,-110.343688,-0.002169,0.004166,6.189432
5735933.691013,620063.610147,-110.343744,-0.002168,0.004175,6.189431
5735933.691111,620063.609592,-110.343804,-0.002168,0.00418,6.189431
5735933.691209,620063.609037,-110.343866,-0.002168,0.004179,6.189429
5735933.691308,620063.608552,-110.34393,-0.002166,0.004175,6.189429
5735933.691518,620063.607994,-110.343999,-0.002163,0.004169,6.189429
5735933.691617,620063.607509,-110.344072,-0.002161,0.004162,6.18943
5735933.691826,620063.606951,-110.344151,-0.00216,0.00415,6.18943
5735933.691925,620063.606396,-110.344231,-0.002159,0.00414,6.189429
5735933.692135,620063.605908,-110.344312,-0.002163,0.004132,6.18943
5735933.692233,620063.605353,-110.344394,-0.002164,0.004125,6.189428
5735933.692443,620063.604796,-110.344475,-0.002165,0.004123,6.189426
5735933.692541,620063.604241,-110.344555,-0.002163,0.004122,6.189427
5735933.69275,620063.603684,-110.344635,-0.002163,0.004127,6.189425
5735933.69285,620063.603198,-110.344713,-0.002165,0.004131,6.189428
5735933.692948,620063.602644,-110.34479,-0.002167,0.004137,6.189428
5735933.693046,620063.602089,-110.344866,-0.002169,0.004143,6.18943
5735933.693255,620063.601531,-110.344943,-0.002171,0.00415,6.189427
5735933.693353,620063.600977,-110.345022,-0.002176,0.004156,6.189426
5735933.693451,620063.600422,-110.345103,-0.002179,0.004161,6.189427
5735933.693549,620063.599867,-110.345185,-0.002179,0.004162,6.189426
5735933.693647,620063.599313,-110.345272,-0.002176,0.004162,6.189422
5735933.693858,620063.598824,-110.345365,-0.002178,0.004159,6.189419
5735933.693956,620063.59827,-110.34546,-0.00218,0.004154,6.189418
5735933.694165,620063.597712,-110.345553,-0.002186,0.004149,6.18942
5735933.694262,620063.597088,-110.345646,-0.002192,0.004145,6.189422
5735933.694471,620063.596531,-110.345741,-0.002195,0.004138,6.189421
5735933.694569,620063.595976,-110.345836,-0.002197,0.004132,6.189419
5735933.694667,620063.595422,-110.34593,-0.002194,0.004127,6.189421
5735933.694876,620063.594864,-110.346024,-0.002195,0.004125,6.189421
5735933.694974,620063.59431,-110.346116,-0.002196,0.004123,6.18942
5735933.695184,620063.593752,-110.346208,-0.0022,0.004125,6.189419
5735933.695282,620063.593197,-110.346297,-0.002205,0.004128,6.189418
5735933.695378,620063.592574,-110.346385,-0.002212,0.004134,6.189418
5735933.695476,620063.592019,-110.34647,-0.002216,0.00414,6.189416
5735933.695685,620063.591462,-110.346553,-0.002218,0.004144,6.189417
5735933.695783,620063.590907,-110.346636,-0.002221,0.004146,6.18942
5735933.695283,620063.611909,-110.344457,-0.002186,0.004161,6.189602
5735933.695384,620063.611492,-110.344522,-0.002186,0.004162,6.189609
5735933.695484,620063.611007,-110.344588,-0.002184,0.004159,6.189612
5735933.695585,620063.61059,-110.344657,-0.002183,0.004153,6.189615
5735933.695685,620063.610104,-110.344729,-0.002179,0.004149,6.189616
5735933.695896,620063.609616,-110.344804,-0.002175,0.004143,6.189617
5735933.695997,620063.609199,-110.344879,-0.00217,0.00414,6.189617
5735933.696097,620063.608714,-110.344952,-0.002164,0.004137,6.189615
5735933.696198,620063.608297,-110.34502,-0.002158,0.004136,6.189612
5735933.696298,620063.607811,-110.345091,-0.00215,0.004137,6.189609
5735933.696399,620063.607394,-110.34516,-0.002144,0.004137,6.189606
5735933.696499,620063.606909,-110.345228,-0.002137,0.004138,6.189602
5735933.695646,620063.622465,-110.342829,-0.002098,0.004154,6.189799
5735933.695636,620063.622051,-110.342878,-0.002092,0.004158,6.189797
5735933.695522,620063.621915,-110.342482,-0.002083,0.004162,6.189862
5735933.695623,620063.621499,-110.342534,-0.002081,0.004164,6.189864
5735933.695726,620063.621151,-110.342586,-0.00208,0.004166,6.189862
5735933.695827,620063.620734,-110.342638,-0.002079,0.00417,6.189865
5735933.69593,620063.620386,-110.342687,-0.00208,0.004168,6.189864
5735933.69592,620063.619972,-110.342738,-0.002084,0.004166,6.189867
5735933.696023,620063.619625,-110.342789,-0.002088,0.004167,6.189864
5735933.696125,620063.619208,-110.34284,-0.002094,0.004162,6.189864
5735933.696228,620063.61886,-110.342892,-0.002103,0.004159,6.189866
5735933.696329,620063.618444,-110.342946,-0.002109,0.004155,6.189868
5735933.69643,620063.618027,-110.343005,-0.002114,0.00415,6.189864
5735933.696533,620063.617679,-110.343067,-0.002118,0.004145,6.189865
5735933.696635,620063.617263,-110.343126,-0.002121,0.004142,6.189865
5735933.696626,620063.616917,-110.343182,-0.002122,0.004143,6.189865
5735933.696728,620063.616501,-110.343235,-0.002123,0.004145,6.189866
5735933.696831,620063.616153,-110.343292,-0.002122,0.004147,6.189867
5735933.696932,620063.615736,-110.343348,-0.002124,0.004152,6.189868
5735933.696922,620063.615322,-110.343405,-0.002123,0.004154,6.189868
5735933.697025,620063.614975,-110.343461,-0.002118,0.00416,6.189866
5735933.697128,620063.614627,-110.343517,-0.002118,0.004166,6.189866
5735933.697229,620063.61421,-110.343572,-0.002111,0.004169,6.189866
5735933.697332,620063.613863,-110.34363,-0.002107,0.004171,6.189868
5735933.697434,620063.613446,-110.343692,-0.002101,0.004172,6.189866
5735933.697425,620063.613101,-110.343759,-0.002097,0.004171,6.189866
5735933.697527,620063.612684,-110.343831,-0.002096,0.004165,6.189867
5735933.69763,620063.612336,-110.343903,-0.002095,0.00416,6.189867
5735933.697731,620063.61192,-110.343977,-0.002096,0.004155,6.189866
5735933.697834,620063.611572,-110.344047,-0.0021,0.004152,6.189868
5735933.697935,620063.611155,-110.344119,-0.002104,0.004151,6.189869
5735933.698038,620063.610808,-110.344191,-0.002107,0.00415,6.18987
5735933.69814,620063.610391,-110.344262,-0.002111,0.004149,6.189871
5735933.698241,620063.609974,-110.344334,-0.002119,0.004151,6.18987
5735933.698344,620063.609627,-110.344407,-0.002126,0.004155,6.189868
5735933.698445,620063.60921,-110.344481,-0.002134,0.004158,6.189868
5735933.698547,620063.608793,-110.344557,-0.002141,0.004159,6.189871
5735933.698537,620063.608379,-110.344634,-0.002148,0.004161,6.189868
5735933.69864,620063.608031,-110.344708,-0.002153,0.004162,6.189869
5735933.698741,620063.607615,-110.344783,-0.002157,0.004162,6.18987
5735933.698842,620063.607198,-110.344861,-0.002161,0.004162,6.189871
5735933.698945,620063.60685,-110.344938,-0.002163,0.00416,6.189871
5735933.699047,620063.606434,-110.345017,-0.002164,0.004156,6.189871
5735933.699148,620063.606017,-110.345094,-0.002164,0.004153,6.189871
5735933.699249,620063.6056,-110.345173,-0.002162,0.00415,6.18987
5735933.699352,620063.605253,-110.345255,-0.002159,0.004147,6.18987
5735933.699454,620063.604836,-110.34534,-0.002155,0.004144,6.189868
5735933.699555,620063.604419,-110.345427,-0.002151,0.004141,6.18987
5735933.699658,620063.604072,-110.345516,-0.002151,0.004141,6.189868
5735933.699648,620063.603657,-110.345605,-0.002148,0.004139,6.189868
5735933.697997,620063.618404,-110.342974,-0.002122,0.004145,6.190033
5735933.6981,620063.618056,-110.343048,-0.002122,0.004142,6.190032
5735933.697551,620063.618345,-110.342776,-0.002117,0.004142,6.190099
5735933.697654,620063.617998,-110.342849,-0.002119,0.004145,6.190099
5735933.697758,620063.617719,-110.342923,-0.002115,0.004147,6.190098
5735933.69775,620063.617374,-110.342994,-0.002118,0.00415,6.190097
5735933.697853,620063.617026,-110.343065,-0.002121,0.004153,6.190095
5735933.697956,620063.616679,-110.343135,-0.002125,0.004154,6.190093
5735933.698059,620063.616331,-110.34321,-0.002131,0.004155,6.190093
5735933.698163,620063.616052,-110.343288,-0.002136,0.004151,6.190095
5735933.698155,620063.615707,-110.34337,-0.002139,0.00415,6.190094
5735933.698258,620063.61536,-110.343453,-0.002141,0.004146,6.190094
5735933.698361,620063.615012,-110.343541,-0.002145,0.004144,6.190092
5735933.698464,620063.614664,-110.343633,-0.002146,0.004144,6.190093
5735933.698567,620063.614316,-110.343725,-0.002144,0.00414,6.190095
5735933.69867,620063.613969,-110.343819,-0.002142,0.00414,6.190093
5735933.698773,620063.613621,-110.343916,-0.00214,0.004139,6.190093
5735933.698766,620063.613345,-110.344011,-0.002141,0.004138,6.190093
5735933.698869,620063.612997,-110.344105,-0.00214,0.004136,6.190089
5735933.698972,620063.61265,-110.344196,-0.00214,0.004137,6.190089
5735933.699075,620063.612302,-110.34428,-0.002136,0.004138,6.190088
5735933.699069,620063.612026,-110.344364,-0.002132,0.004142,6.190086
5735933.699172,620063.611678,-110.344446,-0.002128,0.004145,6.190085
5735933.699275,620063.611331,-110.344532,-0.002125,0.004147,6.190084
5735933.699267,620063.610986,-110.344621,-0.002123,0.004146,6.190081
5735933.699371,620063.610707,-110.344711,-0.002122,0.004148,6.190084
5735933.699474,620063.610359,-110.344803,-0.002127,0.004146,6.190082
5735933.699466,620063.610014,-110.344893,-0.002131,0.004146,6.190083
5735933.699569,620063.609666,-110.344984,-0.002132,0.004144,6.190086
5735933.699672,620063.609319,-110.345076,-0.002134,0.004143,6.190085
5735933.699664,620063.608974,-110.345174,-0.002136,0.00414,6.190084
5735933.699767,620063.608626,-110.345271,-0.002136,0.004138,6.190081
5735933.699871,620063.608347,-110.345367,-0.002133,0.004137,6.19008
5735933.699863,620063.608002,-110.345465,-0.002133,0.004136,6.190079
5735933.699966,620063.607655,-110.345563,-0.002134,0.004137,6.190079
5735933.700069,620063.607307,-110.34566,-0.002138,0.004138,6.19008
5735933.700061,620063.606962,-110.345756,-0.002138,0.00414,6.190079
5735933.700164,620063.606614,-110.34585,-0.00214,0.004143,6.190079
5735933.700157,620063.606338,-110.345944,-0.002139,0.004143,6.190081
5735933.70026,620063.60599,-110.346037,-0.002139,0.004144,6.190082
5735933.700363,620063.605643,-110.34613,-0.002139,0.004147,6.190084
5735933.700355,620063.605298,-110.346224,-0.002138,0.004147,6.190082
5735933.700459,620063.605019,-110.346319,-0.002137,0.004147,6.190082
5735933.700451,620063.604674,-110.346416,-0.002135,0.004149,6.190083
5735933.700554,620063.604326,-110.346513,-0.002136,0.004146,6.190086
5735933.700546,620063.603981,-110.346608,-0.002137,0.004146,6.190083
5735933.700649,620063.603634,-110.346702,-0.002137,0.004145,6.190082
5735933.700642,620063.603358,-110.346798,-0.002135,0.004143,6.190082
5735933.700745,620063.60301,-110.346894,-0.002134,0.004142,6.190082
5735933.700848,620063.602662,-110.346992,-0.002135,0.004142,6.190083
5735933.700595,620063.615373,-110.344308,-0.002117,0.004148,6.190178
5735933.7007,620063.615094,-110.344385,-0.002118,0.004149,6.190181
5735933.701145,620063.615084,-110.34434,-0.002118,0.004151,6.19021
5735933.701138,620063.614807,-110.344413,-0.00212,0.004152,6.190211
5735933.701243,620063.614529,-110.344487,-0.002122,0.00415,6.190211
5735933.701236,620063.614253,-110.344562,-0.002122,0.004151,6.190211
5735933.701341,620063.613974,-110.344642,-0.002124,0.004152,6.190214
5735933.701334,620063.613698,-110.344726,-0.002123,0.004151,6.190213
5735933.701328,620063.613422,-110.34481,-0.002124,0.00415,6.190212
5735933.70143,620063.613074,-110.344892,-0.002125,0.00415,6.190212
5735933.701424,620063.612798,-110.344975,-0.002125,0.00415,6.19021
5735933.701417,620063.612522,-110.345056,-0.002128,0.004149,6.190211
5735933.701522,620063.612244,-110.345139,-0.002129,0.004147,6.190213
5735933.701515,620063.611968,-110.345223,-0.00213,0.004147,6.190211
5735933.70162,620063.611689,-110.345306,-0.002128,0.004146,6.190208
5735933.701612,620063.611344,-110.345388,-0.00213,0.004144,6.19021
5735933.701605,620063.611068,-110.345467,-0.002128,0.004146,6.190213
5735933.70171,620063.610789,-110.345546,-0.002128,0.004144,6.190215
5735933.701703,620063.610513,-110.345629,-0.002128,0.004143,6.19022
5735933.701806,620063.610165,-110.345711,-0.002127,0.004141,6.19022
5735933.7018,620063.609889,-110.345793,-0.00213,0.004139,6.190221
5735933.701793,620063.609613,-110.345879,-0.002129,0.004138,6.190222
5735933.701896,620063.609266,-110.345967,-0.002129,0.004138,6.19022
5735933.701889,620063.60899,-110.346053,-0.002131,0.004139,6.190222
5735933.701881,620063.608645,-110.346141,-0.00213,0.004139,6.190219
5735933.701986,620063.608366,-110.34623,-0.00213,0.004141,6.190218
5735933.701978,620063.608021,-110.346322,-0.002128,0.00414,6.190215
5735933.701971,620063.607745,-110.34642,-0.002128,0.00414,6.190216
5735933.702074,620063.607397,-110.346521,-0.002128,0.004138,6.19022
5735933.702067,620063.607121,-110.346624,-0.00213,0.004138,6.190217
5735933.702059,620063.606776,-110.346726,-0.002134,0.004133,6.190217
5735933.702164,620063.606497,-110.346828,-0.002136,0.004132,6.190216
5735933.702156,620063.606152,-110.346929,-0.002136,0.004132,6.190214
5735933.702147,620063.605807,-110.347024,-0.002135,0.004131,6.190215
5735933.702252,620063.605529,-110.347116,-0.002137,0.004133,6.190216
5735933.702244,620063.605184,-110.347206,-0.002138,0.004135,6.190216
5735933.702237,620063.604908,-110.347292,-0.002139,0.004137,6.190213
5735933.70234,620063.60456,-110.347379,-0.00214,0.004139,6.190213
5735933.702332,620063.604215,-110.347468,-0.002139,0.004139,6.190214
5735933.702325,620063.603939,-110.347559,-0.002139,0.00414,6.190215
5735933.702317,620063.603594,-110.347652,-0.002136,0.004139,6.190215
5735933.70231,620063.603318,-110.347743,-0.002135,0.004139,6.190213
5735933.702413,620063.60297,-110.347834,-0.002132,0.004141,6.190216
5735933.702405,620063.602625,-110.347925,-0.002131,0.004142,6.190216
5735933.702399,620063.602349,-110.348017,-0.002132,0.00414,6.190218
5735933.70239,620063.602004,-110.34811,-0.002133,0.004141,6.190221
5735933.702495,620063.601725,-110.348205,-0.002136,0.00414,6.190222
5735933.702487,620063.60138,-110.3483,-0.002134,0.004141,6.190221
5735933.702479,620063.601035,-110.348396,-0.002138,0.004141,6.190219
5735933.70247,620063.60069,-110.348496,-0.002137,0.004143,6.19022
5735933.703874,620063.612878,-110.345447,-0.002119,0.004147,6.190306
5735933.703867,620063.612602,-110.34553,-0.002118,0.004145,6.190306
5735933.704968,620063.612092,-110.345393,-0.002115,0.004146,6.190332
5735933.704963,620063.611885,-110.345476,-0.002117,0.004146,6.190332
5735933.704956,620063.611609,-110.34556,-0.002117,0.004147,6.190337
5735933.70495,620063.611333,-110.345641,-0.00212,0.004147,6.190332
5735933.705054,620063.611055,-110.345722,-0.002123,0.004145,6.190329
5735933.705048,620063.610779,-110.345804,-0.002125,0.004146,6.190328
5735933.705041,620063.610503,-110.345885,-0.002125,0.004148,6.190328
5735933.705147,620063.610293,-110.345966,-0.002124,0.004149,6.19033
5735933.705141,620063.610017,-110.346045,-0.002124,0.004149,6.190327
5735933.705134,620063.609741,-110.346123,-0.002123,0.004149,6.190326
5735933.705128,620063.609465,-110.346203,-0.002123,0.004146,6.190327
5735933.705232,620063.609186,-110.346281,-0.002126,0.004146,6.190327
5735933.705226,620063.60891,-110.346358,-0.002126,0.004143,6.190327
5735933.705219,620063.608634,-110.346435,-0.002128,0.004138,6.190326
5735933.705212,620063.608358,-110.346511,-0.002127,0.004137,6.190323
5735933.705315,620063.60801,-110.346588,-0.002127,0.004137,6.190323
5735933.705309,620063.607734,-110.346668,-0.002127,0.004139,6.190324
5735933.705302,620063.607458,-110.346747,-0.002128,0.004142,6.190324
5735933.705296,620063.607182,-110.346821,-0.002128,0.004142,6.190323
5735933.7054,620063.606904,-110.346894,-0.002126,0.004142,6.190323
5735933.705394,620063.606627,-110.34697,-0.002127,0.004143,6.190322
5735933.705387,620063.606351,-110.34705,-0.002127,0.004144,6.190326
5735933.70538,620063.606075,-110.347132,-0.002128,0.004143,6.190325
5735933.705483,620063.605728,-110.347208,-0.002128,0.004142,6.190324
5735933.705477,620063.605452,-110.347284,-0.002129,0.004142,6.190326
5735933.70547,620063.605176,-110.347355,-0.002127,0.004141,6.19033
5735933.705464,620063.6049,-110.347422,-0.002127,0.00414,6.190328
5735933.705567,620063.604552,-110.347489,-0.002128,0.00414,6.190329
5735933.70556,620063.604276,-110.347556,-0.002131,0.004141,6.190329
5735933.705554,620063.604,-110.347627,-0.002135,0.004141,6.190328
5735933.705545,620063.603655,-110.3477,-0.002135,0.004139,6.190329
5735933.705539,620063.603379,-110.347773,-0.002133,0.004137,6.190327
5735933.705642,620063.603031,-110.347847,-0.002131,0.004138,6.190329
5735933.705635,620063.602755,-110.347921,-0.002127,0.004136,6.190326
5735933.705627,620063.60241,-110.347997,-0.002127,0.004137,6.190326
5735933.70562,620063.602134,-110.348074,-0.002128,0.004135,6.190326
5735933.705614,620063.601858,-110.348152,-0.002128,0.004135,6.190323
5735933.705717,620063.60151,-110.348225,-0.002132,0.004137,6.190323
5735933.70571,620063.601234,-110.348293,-0.002131,0.004138,6.190321
5735933.705702,620063.600889,-110.348357,-0.002132,0.004138,6.19032
5735933.705694,620063.600544,-110.348421,-0.002131,0.004138,6.19032
5735933.705687,620063.600268,-110.348485,-0.00213,0.004141,6.190318
5735933.705679,620063.599923,-110.348551,-0.002129,0.004141,6.190317
5735933.705782,620063.599575,-110.348621,-0.002127,0.00414,6.190319
5735933.705775,620063.599299,-110.348695,-0.002128,0.00414,6.19032
5735933.705767,620063.598954,-110.34877,-0.00213,0.004139,6.190318
5735933.705759,620063.598609,-110.348843,-0.002131,0.004138,6.190317
5735933.705863,620063.598331,-110.348915,-0.002132,0.004136,6.190316
5735933.706402,620063.611575,-110.346087,-0.002116,0.004138,6.190407
5735933.706395,620063.611299,-110.346149,-0.002118,0.004136,6.190404
5735933.706623,620063.6115,-110.346051,-0.002116,0.004134,6.190438
5735933.706616,620063.611224,-110.346113,-0.002116,0.004132,6.190437
5735933.706721,620063.610946,-110.346165,-0.002111,0.004134,6.190436
5735933.706714,620063.61067,-110.34619,-0.002109,0.004162,6.19044
5735933.706928,620063.610319,-110.34618,-0.002107,0.004225,6.190452
5735933.707144,620063.610038,-110.346148,-0.002103,0.004293,6.190472
5735933.707581,620063.609682,-110.34609,-0.002087,0.00437,6.190487
5735933.708017,620063.609327,-110.345998,-0.002069,0.004477,6.190499
5735933.708676,620063.608966,-110.345896,-0.00204,0.004582,6.19051
5735933.709335,620063.608605,-110.3458,-0.001993,0.004665,6.190518
5735933.710217,620063.608239,-110.34571,-0.001943,0.004744,6.190517
5735933.711209,620063.60787,-110.345625,-0.001888,0.004815,6.190513
5735933.712424,620063.607495,-110.345548,-0.001837,0.004876,6.190502
5735933.713639,620063.607121,-110.345496,-0.001787,0.004914,6.190488
5735933.715077,620063.606742,-110.345467,-0.001742,0.004937,6.190467
5735933.716626,620063.60636,-110.345452,-0.001704,0.004951,6.190448
5735933.718397,620063.605972,-110.345446,-0.001662,0.004968,6.190433
5735933.720166,620063.605516,-110.34546,-0.001625,0.00498,6.190415
5735933.722267,620063.604982,-110.345485,-0.001584,0.004982,6.190403
5735933.72437,620063.604518,-110.345518,-0.00155,0.00499,6.190399
5735933.726583,620063.603982,-110.345574,-0.00152,0.004996,6.190402
5735933.729016,620063.603371,-110.345638,-0.00149,0.004996,6.190408
5735933.731561,620063.602758,-110.34571,-0.001476,0.005007,6.190421
5735933.734217,620063.602142,-110.345793,-0.001463,0.005016,6.19044
5735933.736982,620063.601455,-110.345885,-0.001459,0.00502,6.190454
5735933.739859,620063.600765,-110.345992,-0.001448,0.005011,6.19047
5735933.742958,620063.60007,-110.346093,-0.00144,0.005014,6.190481
5735933.746168,620063.599372,-110.346197,-0.001426,0.005007,6.190488
5735933.749489,620063.598671,-110.346291,-0.001403,0.005001,6.190491
5735933.753031,620063.597896,-110.346346,-0.001382,0.00502,6.190488
5735933.756686,620063.597187,-110.346349,-0.001361,0.005071,6.190477
5735933.760784,620063.596399,-110.346291,-0.001336,0.005162,6.190467
5735933.765105,620063.595605,-110.346161,-0.001313,0.005308,6.190455
5735933.769758,620063.594735,-110.345954,-0.00128,0.0055,6.190446
5735933.774744,620063.593857,-110.345661,-0.001254,0.005762,6.190436
5735933.780175,620063.592967,-110.345297,-0.00122,0.006071,6.190429
