northing,easting,down
5735754.309,620278.0269,-86.8984
5735754.309,620278.0269,-86.8984
5735754.309,620278.0269,-86.8984
5735578.185,620328.4134,-60.6761
5735578.408,620328.185,-64.847
5735578.73,620328.3385,-64.4394
5735578.011,620328.7518,-60.6815
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735577.831,620328.8581,-60.7328
5735576.964,620330.1906,-59.1829
5735575.93,620329.9127,-58.247
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
5735574.773,620329.3798,-58.602
