source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1403713622035061,1403713621972559,-9.667792e-07,3.515544e-06,8.783372e-06,7.987818e-06,3.606156e-07,-5.918716e-06
1403713622097562,1403713622035061,-6.787099e-06,-3.949095e-06,-1.462668e-05,3.695620e-06,-5.730469e-06,-4.179294e-07
1403713622222563,1403713622097562,-1.416002e-04,-4.492673e-05,-5.083397e-05,-1.100138e-05,-4.487249e-07,5.230781e-06
1403713622285066,1403713622222563,1.515831e-07,-7.239689e-07,-3.705582e-06,3.948832e-06,-9.918329e-07,-1.906543e-07
1403713622347570,1403713622285066,-2.060590e-05,-8.765392e-06,-6.600219e-06,2.740090e-06,6.299492e-07,1.986406e-07
1403713622410067,1403713622347570,1.694880e-05,8.391721e-06,5.464073e-06,5.970670e-06,-1.534486e-06,7.187655e-07
1403713622535069,1403713622410067,4.973799e-14,-2.575717e-14,1.326716e-14,3.885781e-16,4.996003e-16,-2.775568e-17
1403713622597572,1403713622535069,6.011055e-06,1.174647e-06,3.774288e-06,-2.049928e-06,1.449464e-06,1.642061e-06
1403713622660073,1403713622597572,-3.772153e-06,3.904606e-07,-4.731574e-06,1.721647e-06,-5.928951e-07,-1.412483e-06
1403713622722573,1403713622660073,1.898696e-04,-8.124222e-06,6.814003e-05,-2.433161e-06,1.074793e-06,-4.804682e-06
1403713622785074,1403713622722573,-7.384189e-05,2.120499e-05,-3.455044e-05,-1.031614e-06,-6.149558e-06,-3.024769e-06
1403713622910076,1403713622785074,1.433802e-05,-7.678570e-06,2.864855e-06,-4.618381e-06,-7.285017e-07,4.359048e-06
1403713622972578,1403713622910076,-2.486901e-14,3.552714e-15,-2.042810e-14,-4.163336e-16,-1.068590e-15,-8.465450e-16
1403713623035078,1403713622972578,-1.194425e-05,-4.167503e-06,-4.766730e-07,3.548442e-06,1.308090e-06,-3.336491e-06
1403713623097579,1403713623035078,8.772551e-06,-1.101263e-05,2.231816e-06,-1.473766e-06,-4.838538e-07,4.807269e-06
1403713623222581,1403713623097579,-3.064030e-05,-1.010626e-05,-1.676036e-05,-1.021174e-07,-7.029607e-06,1.915432e-07
1403713623285082,1403713623222581,2.089389e-05,-8.053204e-06,9.280623e-06,-2.429187e-06,1.790232e-06,3.118582e-06
1403713623347584,1403713623285082,-6.986444e-06,-6.059824e-06,-1.940134e-06,-6.555591e-06,-1.309077e-06,3.504499e-06
1403713623410085,1403713623347584,-2.497628e-05,-1.046488e-05,-9.186699e-06,-3.161820e-06,-9.936306e-07,5.523706e-06
1403713623472586,1403713623410085,-4.970094e-05,-1.373217e-05,-1.764660e-05,-1.032051e-05,1.748683e-07,1.919124e-06
1403713623535088,1403713623472586,3.261797e-06,1.312249e-06,-5.992864e-07,2.234207e-06,7.053248e-07,-2.485216e-06
1403713623660090,1403713623535088,1.946088e-11,2.070277e-11,-2.616463e-11,8.339600e-12,-2.160265e-12,-3.195166e-12
1403713623722591,1403713623660090,9.293362e-05,-3.132995e-05,2.087616e-05,9.267661e-07,1.478628e-06,1.442203e-06
1403713623785093,1403713623722591,1.233560e-06,4.363858e-06,-1.424341e-05,-3.072204e-06,-3.675920e-06,-2.666074e-07
1403713623847594,1403713623785093,4.732083e-05,2.655615e-05,1.334929e-05,-5.970843e-07,-4.276682e-06,-7.224226e-07
1403713623910095,1403713623847594,-3.552714e-14,-1.243450e-13,-1.065814e-14,-1.693091e-15,7.910342e-16,1.616762e-15
1403713624035099,1403713623910095,1.942145e-05,7.837841e-06,-5.510922e-06,6.947425e-06,-2.005801e-07,1.996388e-07
1403713624097598,1403713624035099,6.196659e-06,-1.011343e-05,-3.336175e-07,2.111874e-06,-4.129945e-06,1.711713e-06
1403713624160099,1403713624097598,8.376970e-07,4.506263e-07,1.238948e-06,-2.051610e-06,1.661666e-06,-3.171915e-06
1403713624222601,1403713624160099,-9.573686e-05,2.129478e-05,-3.718197e-05,-7.401748e-06,8.173122e-06,2.648665e-06
1403713624347602,1403713624222601,-3.628530e-04,1.735306e-04,3.123697e-04,1.299551e-04,5.536299e-04,9.744130e-05
1403713624410104,1403713624347602,9.301293e-04,3.081792e-04,3.882510e-04,1.968127e-04,2.700464e-04,-2.029655e-06
1403713624472605,1403713624410104,3.488353e-04,1.264161e-04,1.530428e-04,1.025175e-04,7.763840e-05,-4.580111e-05
1403713624535107,1403713624472605,1.404039e-04,1.229844e-04,3.156840e-05,1.119898e-04,4.009724e-05,-2.837568e-05
1403713624597607,1403713624535107,6.404094e-03,1.754308e-04,-8.048410e-04,6.955458e-05,-3.198325e-06,1.218617e-06
1403713624722610,1403713624597607,1.774851e-02,-2.199956e-04,-1.422811e-03,9.727068e-05,-2.589834e-05,8.381408e-05
1403713624785110,1403713624722610,5.647035e-04,1.353613e-04,3.779417e-04,8.876278e-05,2.111733e-04,-2.056325e-07
1403713624847612,1403713624785110,4.109432e-03,2.141691e-03,2.029664e-03,3.875350e-04,8.241839e-04,-7.510295e-05
1403713624910113,1403713624847612,1.781241e-02,-9.928507e-05,-1.582470e-03,1.164296e-04,1.063289e-03,4.279551e-05
1403713625035114,1403713624910113,5.007376e-02,1.108794e-03,-3.313002e-03,6.187614e-04,2.328030e-03,9.333769e-05
1403713625097616,1403713625035114,3.375616e-02,-4.551610e-04,-1.819045e-03,3.691865e-04,7.118317e-04,1.448693e-04
1403713625160117,1403713625097616,3.956580e-02,-2.041259e-05,-2.106987e-03,3.214220e-04,2.815126e-04,-2.779465e-06
1403713625222619,1403713625160117,4.579154e-02,5.061817e-04,-2.514962e-03,2.589176e-04,-7.479021e-05,-7.538815e-05
1403713625285120,1403713625222619,5.080816e-02,6.403993e-04,-2.614456e-03,2.646773e-04,-2.369297e-04,-6.025127e-06
1403713625410122,1403713625285120,1.185274e-01,2.270026e-04,-4.762460e-03,5.856111e-04,-8.314385e-04,2.637520e-04
1403713625472625,1403713625410122,6.430137e-02,-2.999955e-05,-2.890764e-03,2.948797e-04,-5.820865e-04,-5.650558e-05
1403713625535126,1403713625472625,6.950687e-02,-3.022547e-04,-2.933607e-03,7.154064e-05,-4.694034e-04,-1.413084e-04
1403713625597627,1403713625535126,7.432584e-02,-4.034520e-04,-2.999060e-03,1.811239e-05,-3.393598e-04,-9.554901e-05
1403713625722627,1403713625597627,1.541045e-01,-1.308460e-03,-8.517782e-03,-8.714962e-05,-5.394929e-04,1.949153e-04
1403713625785130,1403713625722627,8.150164e-02,-3.124034e-04,-4.396973e-03,-2.806696e-04,-3.215867e-04,1.048150e-04
1403713625847630,1403713625785130,8.343015e-02,-7.350523e-04,-4.967474e-03,-3.991070e-04,-3.287927e-04,5.571243e-05
1403713625910131,1403713625847630,8.807202e-02,-1.315383e-03,-4.129235e-03,-4.279478e-04,-3.624291e-04,-1.693825e-05
1403713626035133,1403713625910131,1.839981e-01,-2.031203e-03,-7.048872e-03,-5.850044e-04,-1.263532e-03,-3.145776e-05
1403713626097634,1403713626035133,9.526861e-02,-1.485405e-03,-4.033877e-03,-2.192613e-04,-3.358854e-04,9.500966e-05
1403713626160134,1403713626097634,9.705299e-02,-3.532040e-04,-4.743861e-03,7.381174e-05,-1.612211e-04,-7.267987e-05
1403713626222635,1403713626160134,9.825673e-02,3.793787e-04,-5.573541e-03,7.036484e-04,-1.920936e-04,-2.445425e-04
1403713626285136,1403713626222635,1.003776e-01,9.136401e-04,-6.195143e-03,1.185656e-03,-2.566383e-04,-3.104219e-04
1403713626410136,1403713626285136,2.082653e-01,3.097486e-03,-1.138641e-02,2.892749e-03,-7.939264e-04,-3.196916e-04
1403713626472636,1403713626410136,1.051759e-01,1.043825e-04,-6.202394e-03,8.963404e-04,-3.725740e-04,1.786233e-04
1403713626535140,1403713626472636,1.085145e-01,-4.623606e-04,-5.509505e-03,-1.498750e-04,-2.603811e-04,1.835338e-04
1403713626597638,1403713626535140,1.092998e-01,-2.659621e-03,-6.363247e-03,-8.489081e-04,-3.331568e-04,-5.750017e-05
1403713626722638,1403713626597638,2.276761e-01,-8.347807e-03,-1.152878e-02,-3.223108e-03,-6.188139e-04,-3.653731e-04
1403713626785140,1403713626722638,1.153807e-01,-4.021823e-03,-6.266212e-03,-1.372655e-03,1.050763e-04,-1.475417e-04
1403713626847640,1403713626785140,1.162670e-01,-2.090871e-03,-6.165189e-03,-8.699558e-04,5.817854e-05,-5.567119e-05
1403713626910140,1403713626847640,1.180293e-01,-1.199376e-03,-7.817730e-03,-3.389721e-04,-4.655782e-05,-6.003788e-06
1403713626972641,1403713626910140,1.221416e-01,-3.646897e-04,-7.082417e-03,1.220405e-04,1.252796e-04,-2.405751e-04
1403713627097642,1403713626972641,2.492013e-01,-1.251423e-03,-1.448276e-02,1.357358e-03,-1.322175e-04,-1.301660e-03
1403713627160142,1403713627097642,1.301639e-01,-1.724300e-04,-5.527344e-03,1.461699e-03,-2.696472e-04,-5.988772e-04
1403713627222643,1403713627160142,1.298290e-01,4.891335e-04,-5.926898e-03,1.417682e-03,-4.425378e-04,-3.124505e-04
1403713627285143,1403713627222643,1.332433e-01,8.480793e-04,-5.487416e-03,9.699496e-04,-3.824196e-04,-3.630752e-05
1403713627347643,1403713627285143,1.333018e-01,-1.103784e-04,-6.602332e-03,1.115614e-04,-2.764623e-04,-1.691099e-05
1403713627410146,1403713627347643,1.361849e-01,-2.714052e-03,-6.391083e-03,-7.187878e-04,-3.108451e-04,-2.722576e-04
1403713627472645,1403713627410146,1.379536e-01,-3.352837e-03,-6.245197e-03,-7.683971e-04,-1.499951e-04,-6.187701e-04
1403713627535145,1403713627472645,1.401020e-01,-3.754288e-03,-6.534872e-03,-1.017804e-03,5.727667e-05,-6.122262e-04
1403713627597646,1403713627535145,1.413095e-01,-3.206451e-03,-6.251284e-03,-4.657142e-04,5.390801e-05,-3.355766e-04
1403713627660148,1403713627597646,1.423961e-01,-1.545001e-03,-7.797640e-03,2.439797e-04,4.909163e-05,-8.549386e-05
1403713627722649,1403713627660148,1.499924e-01,-1.576213e-03,-6.836531e-03,5.523521e-04,-5.069192e-05,-3.118042e-04
1403713627785151,1403713627722649,1.460518e-01,2.389774e-04,-8.918772e-03,1.290652e-03,-3.400451e-04,-7.454969e-04
1403713627847651,1403713627785151,1.502847e-01,-1.339635e-04,-9.059083e-03,1.446170e-03,6.650802e-05,-6.895071e-04
1403713627910152,1403713627847651,1.487695e-01,-1.201090e-04,-9.775849e-03,7.945565e-04,2.987272e-04,-1.757181e-04
1403713627972652,1403713627910152,1.512095e-01,-3.674443e-04,-9.055094e-03,6.918007e-05,-4.648678e-05,2.039268e-04
1403713628035153,1403713627972652,1.547223e-01,-3.507397e-03,-8.519066e-03,-1.090467e-03,-1.098060e-04,2.911255e-04
1403713628097653,1403713628035153,1.547596e-01,-3.855006e-03,-1.004821e-02,-1.872739e-03,3.455397e-04,-5.989893e-05
1403713628160155,1403713628097653,1.586556e-01,-4.498920e-03,-1.022670e-02,-1.969459e-03,1.781130e-04,-3.023984e-04
1403713628222655,1403713628160155,1.632639e-01,-3.531247e-03,-8.957084e-03,-1.161834e-03,-3.413815e-04,-4.156602e-04
1403713628285155,1403713628222655,1.638605e-01,-3.489437e-03,-8.987890e-03,-8.939630e-04,-3.183081e-04,-9.598752e-05
1403713628347656,1403713628285155,1.676516e-01,-8.541474e-04,-9.256199e-03,1.117383e-04,6.835983e-05,-1.215132e-04
1403713628410156,1403713628347656,1.744873e-01,-1.042751e-03,-7.337293e-03,7.014115e-04,5.916303e-04,-1.966749e-04
1403713628472659,1403713628410156,1.751004e-01,4.391388e-04,-8.944425e-03,8.709403e-04,3.875097e-04,-4.883807e-04
1403713628535161,1403713628472659,1.767339e-01,5.698630e-04,-8.499901e-03,7.560435e-04,2.382232e-04,-3.413639e-04
1403713628597659,1403713628535161,1.798524e-01,-5.411409e-05,-9.102174e-03,1.334379e-03,3.157584e-04,-5.370099e-05
1403713628660162,1403713628597659,1.848053e-01,2.724790e-04,-1.025048e-02,1.002068e-03,7.336768e-04,-1.399899e-04
1403713628722662,1403713628660162,1.840551e-01,-1.525675e-03,-1.065095e-02,-3.211054e-04,8.721154e-04,-2.682348e-04
1403713628785164,1403713628722662,1.890759e-01,-1.701224e-03,-9.971923e-03,-8.877498e-04,3.629856e-04,-2.078651e-04
1403713628847664,1403713628785164,1.917007e-01,-1.962735e-03,-9.567337e-03,-3.177878e-04,-9.558100e-04,-4.655069e-06
1403713628910168,1403713628847664,1.983231e-01,-6.758171e-04,-8.414891e-03,5.714776e-04,-1.444006e-03,1.617038e-05
1403713628972667,1403713628910168,1.989033e-01,3.597624e-05,-9.230068e-03,1.191380e-03,-4.894405e-04,-1.405697e-04
1403713629035170,1403713628972667,2.020630e-01,6.462378e-04,-1.021306e-02,6.918262e-04,-3.094211e-04,-8.034303e-05
1403713629097671,1403713629035170,2.026859e-01,-1.024681e-03,-1.178320e-02,-3.422095e-04,-1.551651e-04,9.352509e-06
1403713629160172,1403713629097671,2.057556e-01,-2.348351e-03,-1.189323e-02,-6.294974e-04,4.068169e-04,-7.273963e-05
1403713629222672,1403713629160172,2.094503e-01,-4.542881e-03,-1.157299e-02,-1.454014e-03,5.633152e-04,-2.580206e-04
1403713629285174,1403713629222672,2.092408e-01,-6.583463e-03,-1.035123e-02,-2.834517e-03,1.047741e-04,-3.553023e-04
1403713629347675,1403713629285174,2.116518e-01,-7.340518e-03,-1.029268e-02,-3.116736e-03,-8.972167e-04,-3.330169e-04
1403713629410178,1403713629347675,2.184672e-01,-4.358777e-03,-1.017967e-02,-1.300324e-03,-3.006567e-04,-3.946506e-04
1403713629472680,1403713629410178,2.181634e-01,-1.930821e-03,-1.166741e-02,-2.377115e-04,-4.755780e-05,-3.317941e-04
1403713629535179,1403713629472680,2.232187e-01,1.125926e-03,-1.141294e-02,1.827975e-03,-8.447590e-04,-5.957197e-04
1403713629597681,1403713629535179,2.241466e-01,2.928181e-03,-1.309225e-02,2.886193e-03,-9.966489e-04,-5.014319e-04
1403713629660185,1403713629597681,2.259774e-01,2.241767e-03,-1.249258e-02,2.490700e-03,-7.171827e-04,-6.226056e-04
1403713629722684,1403713629660185,2.295503e-01,1.774929e-03,-1.177569e-02,2.697194e-03,-5.630846e-04,-9.845052e-04
1403713629785185,1403713629722684,2.307337e-01,1.359636e-03,-1.266149e-02,3.112396e-03,-1.338133e-04,-1.132426e-03
1403713629847687,1403713629785185,2.336063e-01,8.654387e-04,-1.293492e-02,2.260251e-03,-1.006745e-04,-9.486437e-04
1403713629910188,1403713629847687,2.392136e-01,-1.001252e-04,-1.327267e-02,1.107747e-03,-4.180614e-05,-3.973584e-04
1403713629972689,1403713629910188,2.384667e-01,-1.746944e-03,-1.506840e-02,9.560929e-04,5.364487e-05,2.407200e-04
1403713630035193,1403713629972689,2.421029e-01,-3.178920e-03,-1.378321e-02,-1.043274e-03,1.310605e-04,3.094693e-04
1403713630097695,1403713630035193,2.437084e-01,-5.798887e-03,-1.376158e-02,-2.591463e-03,9.096023e-04,3.239361e-05
1403713630160198,1403713630097695,2.459952e-01,-5.929270e-03,-1.442984e-02,-1.706973e-03,5.224770e-04,-7.459169e-04
1403713630222696,1403713630160198,2.507436e-01,-3.941637e-03,-1.253929e-02,-1.441076e-03,2.524571e-04,-1.054445e-03
1403713630285196,1403713630222696,2.504902e-01,-3.694945e-03,-1.209755e-02,-5.097173e-04,-6.134249e-04,-8.593719e-04
1403713630347698,1403713630285196,2.545566e-01,-8.957359e-04,-1.259059e-02,9.599800e-04,-1.739457e-04,-6.876304e-04
1403713630410200,1403713630347698,2.542356e-01,4.588245e-05,-1.390288e-02,2.007188e-03,1.161330e-03,-3.816033e-04
1403713630472701,1403713630410200,2.570047e-01,1.486097e-03,-1.466536e-02,2.232233e-03,1.480472e-03,-5.541716e-04
1403713630535202,1403713630472701,2.588262e-01,9.569109e-04,-1.438874e-02,1.510814e-03,1.411594e-03,-7.519997e-04
1403713630597704,1403713630535202,2.632024e-01,1.263249e-03,-1.490686e-02,1.524190e-03,1.471940e-03,-1.022346e-03
1403713630660205,1403713630597704,2.653479e-01,-4.854713e-04,-1.615639e-02,5.757409e-04,1.109140e-03,-9.275593e-04
1403713630722707,1403713630660205,2.687179e-01,-2.474468e-03,-1.545684e-02,-5.933595e-04,7.964604e-04,-5.166143e-04
1403713630785208,1403713630722707,2.721392e-01,-3.910297e-03,-1.528897e-02,-1.552654e-03,3.713511e-04,-1.525319e-04
1403713630847710,1403713630785208,2.753554e-01,-5.341687e-03,-1.535220e-02,-1.665142e-03,1.007117e-03,-2.701209e-04
1403713630910211,1403713630847710,2.716300e-01,-4.266566e-03,-1.483512e-02,-1.672293e-03,1.522544e-03,-5.713265e-04
1403713630972713,1403713630910211,2.736703e-01,-3.841724e-03,-1.342886e-02,-1.936367e-03,1.652031e-03,-7.218326e-04
1403713631035214,1403713630972713,2.728475e-01,-4.222811e-03,-1.275842e-02,-1.934626e-03,1.180147e-03,-6.154365e-04
1403713631097715,1403713631035214,2.758990e-01,-3.320540e-03,-1.271951e-02,-1.346514e-03,5.724846e-04,-6.403250e-04
1403713631160217,1403713631097715,2.788726e-01,-2.321999e-03,-1.306723e-02,-1.084677e-03,-1.550852e-04,-6.038511e-04
1403713631222718,1403713631160217,2.818255e-01,-5.244764e-03,-1.212997e-02,-1.312086e-03,-1.845265e-03,-6.364116e-04
1403713631285219,1403713631222718,2.834825e-01,-3.883925e-03,-1.172399e-02,-7.718293e-04,-2.898070e-03,-6.949901e-04
1403713631347721,1403713631285219,2.845882e-01,-2.925493e-03,-1.461595e-02,-7.696960e-04,-1.984029e-03,-9.154336e-04
1403713631410223,1403713631347721,2.848775e-01,-5.139042e-03,-1.623904e-02,-1.263694e-03,-9.444728e-04,-9.198666e-04
1403713631472724,1403713631410223,2.846782e-01,-3.946688e-03,-1.701642e-02,-7.079440e-04,-4.032279e-04,-1.039942e-03
1403713631535225,1403713631472724,2.864170e-01,-3.333620e-03,-1.632750e-02,5.439526e-05,-1.657425e-05,-9.978459e-04
1403713631597727,1403713631535225,2.858273e-01,-4.236095e-03,-1.536605e-02,-9.689994e-04,-1.379930e-03,-8.210155e-04
1403713631660228,1403713631597727,2.881190e-01,-5.845951e-03,-1.381265e-02,-2.211526e-03,-2.799458e-03,-6.407076e-04
1403713631722730,1403713631660228,2.908003e-01,-6.588480e-03,-1.286041e-02,-1.980733e-03,-3.150598e-03,-9.539144e-04
1403713631785232,1403713631722730,2.923396e-01,-5.328176e-03,-1.331600e-02,-1.080537e-03,-1.909934e-03,-1.333275e-03
1403713631847733,1403713631785232,2.928386e-01,-5.018495e-03,-1.451805e-02,-5.341500e-04,-1.866467e-04,-1.226020e-03
1403713631910234,1403713631847733,2.911471e-01,-2.609221e-03,-1.552325e-02,5.116913e-04,1.900750e-04,-1.162736e-03
1403713631972736,1403713631910234,2.916920e-01,-1.202990e-03,-1.778153e-02,1.457150e-03,5.714234e-04,-1.051865e-03
1403713632035237,1403713631972736,2.957577e-01,4.127731e-04,-1.860244e-02,2.570454e-03,6.564745e-05,-8.732017e-04
1403713632097738,1403713632035237,2.948881e-01,-6.782974e-04,-2.042490e-02,1.623224e-03,1.341668e-04,-1.050783e-03
1403713632160239,1403713632097738,2.938467e-01,-1.860719e-03,-2.188410e-02,6.023997e-04,1.302326e-03,-1.339692e-03
1403713632222743,1403713632160239,2.944903e-01,-4.068678e-03,-1.997084e-02,-1.552418e-04,2.041854e-03,-1.375132e-03
1403713632285244,1403713632222743,2.971848e-01,-7.306125e-03,-1.699923e-02,-1.826869e-03,2.631791e-03,-6.971914e-04
1403713632347744,1403713632285244,2.966851e-01,-6.992622e-03,-1.545407e-02,-2.295360e-03,2.370190e-03,-3.690076e-04
1403713632410245,1403713632347744,2.995932e-01,-5.913509e-03,-1.464965e-02,-7.078779e-04,2.209465e-03,-5.641247e-04
1403713632472748,1403713632410245,3.001950e-01,-6.548297e-03,-1.364538e-02,-2.062834e-03,1.808906e-03,-1.162203e-03
1403713632535249,1403713632472748,3.000998e-01,-6.765719e-03,-1.467633e-02,-2.456394e-03,7.099621e-04,-1.591653e-03
1403713632597750,1403713632535249,3.032814e-01,-2.305213e-03,-1.483608e-02,2.157075e-03,-1.505276e-04,-1.961568e-03
1403713632660252,1403713632597750,3.084546e-01,1.113705e-03,-1.350650e-02,3.542321e-03,-1.837332e-03,-1.518888e-03
1403713632722756,1403713632660252,3.104710e-01,2.043051e-03,-1.512982e-02,3.351775e-03,-3.345939e-03,-6.985655e-04
1403713632785254,1403713632722756,3.090278e-01,3.136969e-03,-1.668719e-02,3.987898e-03,-3.158267e-03,-4.170970e-04
1403713632847756,1403713632785254,3.109277e-01,-1.308683e-04,-1.751959e-02,1.299926e-03,-2.115252e-03,-6.399640e-04
1403713632910258,1403713632847756,3.093331e-01,-4.418432e-03,-1.761611e-02,-1.335435e-03,-1.218525e-03,-9.400466e-04
1403713632972759,1403713632910258,3.081855e-01,-5.553824e-03,-1.927156e-02,-1.211441e-03,5.666961e-05,-9.656256e-04
1403713633035259,1403713632972759,3.064277e-01,-7.764349e-03,-1.976383e-02,-2.885881e-03,4.467924e-04,-5.045197e-04
1403713633097759,1403713633035259,3.072517e-01,-7.313083e-03,-1.873911e-02,-2.295878e-03,-2.670978e-04,-1.919583e-04
1403713633160261,1403713633097759,3.114606e-01,-5.875802e-03,-1.843474e-02,-1.451272e-06,3.235266e-04,-5.019849e-04
1403713633222760,1403713633160261,3.081991e-01,-3.484702e-03,-1.871606e-02,4.784812e-04,1.400716e-03,-1.305980e-03
1403713633285265,1403713633222760,3.067973e-01,-5.819790e-04,-1.875634e-02,1.815984e-03,1.794489e-03,-1.898804e-03
1403713633347762,1403713633285265,3.088010e-01,1.176102e-04,-1.594124e-02,1.556572e-03,6.662462e-04,-1.877759e-03
1403713633410264,1403713633347762,3.102627e-01,9.350558e-04,-1.320355e-02,1.986609e-03,-1.082409e-03,-1.353621e-03
1403713633472765,1403713633410264,3.096205e-01,-1.326505e-03,-1.293592e-02,3.753857e-04,-1.818171e-03,-8.310920e-04
1403713633535266,1403713633472765,3.153379e-01,-7.239068e-03,-1.613082e-02,-1.437648e-03,-2.118982e-03,-5.840529e-04
1403713633660265,1403713633535266,6.238360e-01,-1.232851e-02,-3.476155e-02,-2.939117e-03,-2.266727e-03,-1.757014e-03
1403713633722768,1403713633660265,3.072359e-01,-5.031812e-03,-1.705376e-02,-1.825438e-05,-2.472638e-03,-1.362978e-03
1403713633785267,1403713633722768,3.074796e-01,-2.374875e-03,-1.667807e-02,3.447391e-04,-3.770516e-03,-1.367464e-03
1403713633847768,1403713633785267,3.066456e-01,-3.902006e-03,-1.723186e-02,-1.516634e-03,-3.295692e-03,-9.112959e-04
1403713633972771,1403713633847768,6.105167e-01,-1.056308e-02,-3.851266e-02,-2.353694e-03,3.584020e-04,-8.562953e-04
1403713634035269,1403713633972771,2.983093e-01,-4.197254e-03,-2.032256e-02,-9.011405e-04,2.875758e-03,-3.791597e-04
1403713634097769,1403713634035269,2.949616e-01,-6.836734e-03,-2.053430e-02,-3.053052e-03,2.900313e-03,2.039457e-05
1403713634160273,1403713634097769,2.960249e-01,-4.760371e-03,-2.032767e-02,-2.074082e-03,1.857344e-03,-1.374697e-06
1403713634222770,1403713634160273,2.930146e-01,-3.875656e-03,-1.992221e-02,-2.050611e-03,1.168301e-03,3.510547e-04
1403713634285271,1403713634222770,2.939524e-01,-1.986697e-03,-1.731562e-02,-6.773313e-04,1.436677e-03,9.421021e-04
1403713634347772,1403713634285271,2.911646e-01,-1.740362e-04,-1.581576e-02,4.118072e-04,1.908675e-03,1.396792e-03
1403713634410274,1403713634347772,2.900293e-01,9.593104e-04,-1.516016e-02,5.531498e-04,2.327549e-03,1.592262e-03
1403713634472775,1403713634410274,2.895743e-01,1.805389e-03,-1.393452e-02,1.460327e-03,1.928818e-03,1.236057e-03
1403713634535279,1403713634472775,2.888802e-01,3.311224e-03,-1.508451e-02,2.396542e-03,4.656073e-04,5.018150e-04
1403713634597777,1403713634535279,2.904728e-01,1.555736e-03,-1.626333e-02,1.950885e-03,-5.125050e-04,-6.992230e-05
1403713634660276,1403713634597777,2.858253e-01,-9.463887e-04,-1.806614e-02,-4.371701e-04,-1.852547e-03,1.529215e-04
1403713634722779,1403713634660276,2.921880e-01,-1.552308e-03,-1.653242e-02,-7.368082e-04,-2.292708e-03,7.998958e-04
1403713634785279,1403713634722779,2.896249e-01,-2.717344e-03,-1.736281e-02,-6.391600e-04,-1.978234e-03,1.232860e-03
1403713634847778,1403713634785279,2.866576e-01,-3.055339e-03,-1.776600e-02,-8.685482e-04,-1.342849e-03,9.190025e-04
1403713634910280,1403713634847778,2.853579e-01,-2.925705e-03,-1.553247e-02,-9.207180e-04,-4.988099e-04,3.218371e-04
1403713634972780,1403713634910280,2.843946e-01,-1.310594e-03,-1.496629e-02,-7.267947e-04,-7.627509e-04,-1.142448e-04
1403713635035281,1403713634972780,2.874494e-01,7.652384e-06,-1.522841e-02,1.396958e-03,-8.703305e-04,-1.206201e-04
1403713635097782,1403713635035281,2.868563e-01,-5.005688e-04,-1.497071e-02,1.013248e-03,-6.972127e-04,2.819991e-04
1403713635160282,1403713635097782,2.828081e-01,-1.433346e-03,-1.726649e-02,7.701019e-05,-7.400125e-04,6.252296e-04
1403713635222783,1403713635160282,2.825693e-01,-1.215741e-03,-1.662474e-02,2.786152e-04,-4.409396e-04,5.267468e-04
1403713635285291,1403713635222783,2.821038e-01,-2.180344e-03,-1.712888e-02,-3.125444e-04,-1.826969e-04,3.619201e-04
1403713635347784,1403713635285291,2.724306e-01,-3.035465e-03,-1.859399e-02,-7.854157e-04,2.310605e-04,1.678860e-04
1403713635410286,1403713635347784,2.753118e-01,-3.418933e-03,-1.767492e-02,-7.108929e-04,4.841194e-04,1.750697e-04
1403713635472786,1403713635410286,2.729394e-01,-2.451092e-03,-1.561568e-02,-6.883497e-04,-4.936401e-05,2.306228e-04
1403713635535290,1403713635472786,2.723401e-01,-1.881372e-03,-1.504998e-02,-3.917258e-04,-1.436716e-04,3.916728e-04
1403713635597789,1403713635535290,2.706234e-01,9.573538e-04,-1.413783e-02,7.903783e-04,6.160414e-04,3.153830e-04
1403713635660290,1403713635597789,2.703315e-01,2.106764e-04,-1.426189e-02,1.423142e-03,1.151386e-03,1.428066e-04
1403713635722791,1403713635660290,2.702116e-01,-1.215997e-03,-1.553286e-02,2.487033e-04,8.483448e-04,2.224250e-04
1403713635785293,1403713635722791,2.647208e-01,-2.383534e-04,-1.642699e-02,2.635391e-04,3.372035e-04,3.028416e-04
1403713635847795,1403713635785293,2.660982e-01,-1.223538e-03,-1.625045e-02,-2.988180e-04,3.158226e-04,3.472630e-04
1403713635910295,1403713635847795,2.646106e-01,-2.183566e-03,-1.529826e-02,-9.020448e-04,3.528725e-04,2.009433e-04
1403713635972796,1403713635910295,2.623018e-01,-2.853910e-03,-1.678356e-02,-6.227960e-04,-4.313419e-05,3.900869e-04
1403713636035298,1403713635972796,2.639917e-01,-1.763954e-03,-1.637347e-02,-3.839021e-04,-5.585694e-04,2.762891e-04
1403713636097801,1403713636035298,2.630269e-01,-1.645451e-03,-1.472477e-02,-3.418434e-04,-1.998209e-04,2.619462e-04
1403713636160302,1403713636097801,2.568695e-01,-1.262162e-03,-1.581660e-02,1.044937e-04,3.290527e-04,2.568347e-04
1403713636222801,1403713636160302,2.626272e-01,-9.568210e-04,-1.361258e-02,4.457080e-04,3.402924e-04,1.050640e-04
1403713636285301,1403713636222801,2.602317e-01,3.465377e-04,-1.438112e-02,8.009294e-04,5.022750e-04,5.417093e-05
1403713636347802,1403713636285301,2.592609e-01,-1.592526e-05,-1.460470e-02,3.328203e-04,2.380598e-04,2.419886e-04
